,TX_AGGREGATION_TIMER_NOMINAL,size,hops,pdr,plr,aggregation_efficiency,energy
0,60,1,0,0.0,0.0,0.0,22687.566544146284
1,60,1,0,0.0,0.0,0.0,25169.835966731047
2,60,1,0,0.0,0.0,0.0,24830.599908860087
3,60,1,0,0.0,0.0,0.0,25188.249221523325
4,60,1,0,0.0,0.0,0.0,24286.10562266327
5,60,1,0,0.0,0.0,0.0,23700.262085603707
6,60,1,0,0.0,0.0,0.0,22220.262447579767
7,60,1,0,0.0,0.0,0.0,23745.486518354373
8,60,1,0,0.0,0.0,0.0,22423.74893983707
9,60,2,0,0.0,0.0,0.0,24389.453194490707
10,60,2,0,0.0,0.0,0.0,24311.91252432985
11,60,2,0,0.0,0.0,0.0,23514.89082650331
12,60,2,0,0.0,0.0,0.0,22923.486988286648
13,60,2,0,0.0,0.0,0.0,23686.654080063858
14,60,2,0,0.0,0.0,0.0,24298.459593071322
15,60,2,0,0.0,0.0,0.0,24183.035238779165
16,60,2,0,0.0,0.0,0.0,22502.806980035606
17,60,2,0,0.0,0.0,0.0,23032.682655364482
18,60,3,0,0.0,0.0,0.0,20338.704284201445
19,60,3,0,0.0,0.0,0.0,20636.625013034725
20,60,3,0,0.0,0.0,0.0,23625.959028582445
21,60,3,0,0.0,0.0,0.0,21344.158707020306
22,60,3,0,0.0,0.0,0.0,19846.229914043553
23,60,3,0,0.0,0.0,0.0,21991.548579339993
24,60,3,0,0.0,0.0,0.0,20335.491694882774
25,60,3,0,0.0,0.0,0.0,21007.16765396904
26,60,3,0,0.0,0.0,0.0,19815.865447178723
27,60,4,0,0.8181818181818182,0.0,0.0,24997.355539565335
28,60,4,0,1.0,0.0,0.8947368421052632,25460.825925155208
29,60,4,0,0.8,0.0,0.7894736842105263,26964.24887105226
30,60,4,0,0.9,0.0,0.0,22660.095315528823
31,60,4,0,0.9,0.0,0.8181818181818181,24201.39278226438
32,60,4,0,0.8181818181818182,0.0,0.0,23830.579809650313
33,60,4,0,0.8181818181818182,0.0,0.7777777777777778,28226.611333569286
34,60,4,0,0.9,0.0,0.0,22940.641478009515
35,60,4,0,0.8181818181818182,0.0,0.8333333333333334,26754.6798224356
36,60,5,0,1.0,0.0,0.8823529411764706,27445.71041915332
37,60,5,0,0.0,0.0,0.0,23164.2103410797
38,60,5,0,1.0,0.0,0.7272727272727273,26089.43083153585
39,60,5,0,0.8181818181818182,0.0,0.8260869565217391,28309.026135498687
40,60,5,0,0.8181818181818182,0.0,0.76,28826.603065222684
41,60,5,0,0.9090909090909091,0.0,0.4545454545454546,26823.614810727857
42,60,5,0,0.9090909090909091,0.0,0.0,24318.45287526933
43,60,5,0,0.9090909090909091,0.0,0.0,24358.630063454973
44,60,5,0,0.0,0.0,0.0,23063.758033057475
45,60,6,0,1.0,0.0,0.5,22685.079885411833
46,60,6,0,1.0,0.0,0.0,21208.39069530259
47,60,6,0,0.0,0.0,0.0,21528.32221658904
48,60,6,0,0.0,0.0,0.0,21573.746048588895
49,60,6,0,0.0,0.0,0.0,22911.1349618824
50,60,6,0,0.0,0.0,0.0,21220.032444260145
51,60,6,0,0.0,0.0,0.0,21892.148427987922
52,60,6,0,0.0,0.0,0.0,22222.692078927837
53,60,6,0,0.0,0.0,0.0,21079.291263903615
54,60,7,0,1.0,0.0,0.8571428571428572,23186.87834859639
55,60,7,0,0.9090909090909091,0.0,0.4545454545454546,23693.49341061377
56,60,7,0,1.0,0.0,0.0,19581.46129080212
57,60,7,0,0.9090909090909091,0.0,0.0,20227.961391733857
58,60,7,0,0.0,0.0,0.0,19700.38732514216
59,60,7,0,0.0,0.0,0.0,19716.53104133305
60,60,7,0,0.0,0.0,0.0,19907.20678972806
61,60,7,0,0.0,0.0,0.0,18414.504985273863
62,60,7,0,0.0,0.0,0.0,20279.283362412054
63,60,8,0,0.0,0.0,0.0,17182.01479497538
64,60,8,0,0.0,0.0,0.0,18874.72157061629
65,60,8,0,0.0,0.0,0.0,17389.742590666894
66,60,8,0,0.0,0.0,0.0,19891.29245928255
67,60,8,0,0.0,0.0,0.0,18400.752721018285
68,60,8,0,0.0,0.0,0.0,19141.772178274285
69,60,8,0,0.0,0.0,0.0,19637.82574073333
70,60,8,0,0.0,0.0,0.0,19034.67518108945
71,60,8,0,0.0,0.0,0.0,19354.378384055573
72,60,9,0,1.0,0.0,0.8181818181818181,24963.391817303425
73,60,9,0,0.8181818181818182,0.0,0.0,23636.040434283703
74,60,9,0,0.9,0.0,0.9,26194.5475515959
75,60,9,0,0.8181818181818182,0.0,0.0,24820.103188890884
76,60,9,0,0.8181818181818182,0.0,0.8095238095238095,28747.098477916603
77,60,9,0,0.8181818181818182,0.0,0.8181818181818181,26732.912982385504
78,60,9,0,0.9,0.0,0.0,22342.884807122755
79,60,9,0,0.9,0.0,0.44999999999999996,26023.70296823319
80,60,9,0,0.8181818181818182,0.0,0.0,22921.137465176635
81,120,1,0,0.0,0.0,0.0,23721.304791490093
82,120,1,0,0.0,0.0,0.0,22728.92370099518
83,120,1,0,0.0,0.0,0.0,24016.12924907035
84,120,1,0,0.0,0.0,0.0,23215.32495587995
85,120,1,0,0.0,0.0,0.0,23268.444306194535
86,120,1,0,0.0,0.0,0.0,23936.57641511411
87,120,1,0,0.0,0.0,0.0,22715.868771337446
88,120,1,0,0.0,0.0,0.0,22294.678009281895
89,120,1,0,0.0,0.0,0.0,22158.311202033085
90,120,2,0,1.0,0.0,0.8095238095238095,25532.568809593402
91,120,2,0,1.0,0.0,0.7391304347826086,25792.534198745736
92,120,2,0,1.0,0.0,0.0,21619.228744909546
93,120,2,0,0.9090909090909091,0.0,0.0,22224.173287025147
94,120,2,0,0.9090909090909091,0.0,0.0,21860.265259212578
95,120,2,0,1.0,0.0,0.6111111111111112,25948.951964560885
96,120,2,0,0.9090909090909091,0.0,0.0,21848.973574739863
97,120,2,0,0.9090909090909091,0.0,0.0,21840.54079111769
98,120,2,0,0.0,0.0,0.0,19972.6624755677
99,120,3,0,0.0,0.0,0.0,20424.747019686685
100,120,3,0,0.0,0.0,0.0,20004.872667160387
101,120,3,0,0.0,0.0,0.0,20165.679182890006
102,120,3,0,0.0,0.0,0.0,19282.806549091816
103,120,3,0,0.0,0.0,0.0,21055.830938300507
104,120,3,0,0.0,0.0,0.0,20887.53767263813
105,120,3,0,0.0,0.0,0.0,19470.409261335648
106,120,3,0,0.0,0.0,0.0,19449.30968978744
107,120,3,0,0.0,0.0,0.0,19476.83087006773
108,120,4,0,1.0,0.0,0.8095238095238095,27486.364612238813
109,120,4,0,0.9,0.0,0.47619047619047616,25127.3804597798
110,120,4,0,0.9090909090909091,0.0,0.0,22759.670879755486
111,120,4,0,1.0,0.0,0.4285714285714286,25812.343611212575
112,120,4,0,0.9,0.0,0.7307692307692308,27263.03651267818
113,120,4,0,0.9,0.0,0.0,22565.329002504845
114,120,4,0,0.0,0.0,0.0,21314.778700477556
115,120,4,0,0.0,0.0,0.0,21652.128395403313
116,120,4,0,0.0,0.0,0.0,21233.159684476715
117,120,5,0,0.0,0.0,0.0,18500.279330490393
118,120,5,0,0.0,0.0,0.0,20353.56577163983
119,120,5,0,0.0,0.0,0.0,20131.454275256674
120,120,5,0,0.0,0.0,0.0,20324.44036815668
121,120,5,0,0.0,0.0,0.0,20152.754758183608
122,120,5,0,0.0,0.0,0.0,21373.79489610328
123,120,5,0,0.0,0.0,0.0,22425.328790500735
124,120,5,0,0.0,0.0,0.0,20946.467416965414
125,120,5,0,0.0,0.0,0.0,21224.646859016535
126,120,6,0,1.0,0.0,0.8095238095238095,27355.18785514739
127,120,6,0,0.9,0.0,0.0,24536.27085293943
128,120,6,0,1.0,0.0,0.0,25171.90346474176
129,120,6,0,0.8181818181818182,0.0,0.8260869565217391,29375.873604267068
130,120,6,0,0.8181818181818182,0.0,0.8095238095238095,27328.578636608443
131,120,6,0,0.9,0.0,0.8181818181818181,27230.16819245923
132,120,6,0,0.9,0.0,0.44999999999999996,26283.898080487874
133,120,6,0,0.0,0.0,0.0,22601.393878332332
134,120,6,0,0.8181818181818182,0.0,0.0,23964.69431757661
135,120,7,0,1.0,0.0,0.8095238095238095,25888.643323860186
136,120,7,0,1.0,0.0,0.5294117647058824,24000.180238723824
137,120,7,0,0.9090909090909091,0.0,0.4285714285714286,24430.987215135694
138,120,7,0,0.8181818181818182,0.0,0.0,22378.337417461385
139,120,7,0,0.0,0.0,0.0,19970.827730215653
140,120,7,0,0.0,0.0,0.0,19833.221828814378
141,120,7,0,0.9,0.0,0.0,20768.125574518883
142,120,7,0,0.0,0.0,0.0,21404.904785274237
143,120,7,0,0.0,0.0,0.0,20442.291504619803
144,120,8,0,0.0,0.0,0.0,20744.63990839502
145,120,8,0,0.0,0.0,0.0,20010.74608887208
146,120,8,0,1.0,0.0,0.625,23681.22415323747
147,120,8,0,1.0,0.0,0.7619047619047619,25738.842255428517
148,120,8,0,1.0,0.0,0.9411764705882353,23849.650116025317
149,120,8,0,0.9090909090909091,0.0,0.6,24885.73953427642
150,120,8,0,1.0,0.0,0.0,20909.649603314974
151,120,8,0,0.9090909090909091,0.0,0.0,22716.396045781872
152,120,8,0,1.0,0.0,0.6666666666666667,23591.486127504857
153,120,9,0,1.0,0.0,0.7142857142857143,24413.79178995078
154,120,9,0,1.0,0.0,0.5714285714285714,25207.66508694817
155,120,9,0,1.0,0.0,0.0,24380.118173763043
156,120,9,0,0.9090909090909091,0.0,0.0,24936.033524905037
157,120,9,0,1.0,0.0,0.0,22889.583029460067
158,120,9,0,0.9090909090909091,0.0,0.6666666666666667,25813.971880392033
159,120,9,0,1.0,0.0,0.9230769230769231,26684.435395460067
160,120,9,0,1.0,0.0,0.5,25674.604024310913
161,120,9,0,0.9090909090909091,0.0,0.0,24734.59315667616
162,180,1,0,0.0,0.0,0.0,22881.88610717244
163,180,1,0,0.0,0.0,0.0,22987.01699554463
164,180,1,0,0.0,0.0,0.0,22601.053256207204
165,180,1,0,0.0,0.0,0.0,22399.414292938945
166,180,1,0,0.0,0.0,0.0,22465.660796872533
167,180,1,0,0.0,0.0,0.0,22505.60024768256
168,180,1,0,0.0,0.0,0.0,20788.67379685558
169,180,1,0,0.0,0.0,0.0,21109.562119904003
170,180,1,0,0.0,0.0,0.0,21573.68103137358
171,180,2,0,0.0,0.0,0.0,20631.80306925805
172,180,2,0,0.0,0.0,0.0,22511.620333538776
173,180,2,0,0.0,0.0,0.0,20920.8550224581
174,180,2,0,0.0,0.0,0.0,22100.818088354667
175,180,2,0,0.0,0.0,0.0,22452.79895408044
176,180,2,0,0.0,0.0,0.0,23068.338013996312
177,180,2,0,0.0,0.0,0.0,22300.268666927914
178,180,2,0,0.0,0.0,0.0,20812.592524875956
179,180,2,0,0.0,0.0,0.0,22653.18646906683
180,180,3,0,1.0,0.0,0.875,28606.439655758422
181,180,3,0,0.9090909090909091,0.0,0.7391304347826086,28745.642094772364
182,180,3,0,0.8181818181818182,0.0,0.4545454545454546,27645.46528181305
183,180,3,0,0.9090909090909091,0.0,0.8421052631578947,29136.714405064085
184,180,3,0,0.9090909090909091,0.0,0.0,25512.242432585685
185,180,3,0,0.9,0.0,0.8181818181818181,28108.840567937594
186,180,3,0,0.9,0.0,0.0,26125.785627692643
187,180,3,0,0.9090909090909091,0.0,0.8333333333333334,26538.91313058827
188,180,3,0,0.9090909090909091,0.0,0.0,23775.627728948843
189,180,4,0,1.0,0.0,0.9,24857.80725382551
190,180,4,0,0.9090909090909091,0.0,0.0,22605.327369346473
191,180,4,0,0.9090909090909091,0.0,0.782608695652174,27477.643431875804
192,180,4,0,0.9090909090909091,0.0,0.6666666666666667,25606.21424603262
193,180,4,0,1.0,0.0,0.0,20985.008109808918
194,180,4,0,0.9090909090909091,0.0,0.9,26299.17530883415
195,180,4,0,0.9090909090909091,0.0,0.4782608695652174,25133.88312233877
196,180,4,0,0.0,0.0,0.0,20227.23339317238
197,180,4,0,0.8181818181818182,0.09090909090909091,0.0,22312.8043597176
198,180,5,0,0.0,0.0,0.0,20191.914545146
199,180,5,0,0.0,0.0,0.0,21106.54342909234
200,180,5,0,0.0,0.0,0.0,21330.34655299829
201,180,5,0,1.0,0.0,0.4285714285714286,24179.7799933268
202,180,5,0,0.9,0.0,0.0,21148.82708313508
203,180,5,0,0.0,0.0,0.0,24793.26646555633
204,180,5,0,0.0,0.0,0.0,20663.482839749253
205,180,5,0,0.0,0.0,0.0,21970.34583973121
206,180,5,0,0.0,0.0,0.0,21732.43261550912
207,180,6,0,0.0,0.0,0.0,20717.11872812687
208,180,6,0,0.0,0.0,0.0,21628.98716807626
209,180,6,0,1.0,0.0,0.5294117647058824,23037.796160539052
210,180,6,0,1.0,0.0,0.0,20942.6930125295
211,180,6,0,1.0,0.0,0.8333333333333334,24931.92792786523
212,180,6,0,0.9090909090909091,0.0,0.8333333333333334,22623.032821774745
213,180,6,0,0.9090909090909091,0.0,0.0,21358.447723655918
214,180,6,0,0.0,0.0,0.0,20357.791704154402
215,180,6,0,0.0,0.0,0.0,20377.46255039312
216,180,7,0,1.0,0.0,0.782608695652174,27551.606132229368
217,180,7,0,1.0,0.0,0.6923076923076923,24469.558747140374
218,180,7,0,0.9,0.0,0.0,23415.34445159383
219,180,7,0,0.9090909090909091,0.0,0.0,23485.939419665618
220,180,7,0,0.8181818181818182,0.0,0.0,24736.447445269714
221,180,7,0,0.9090909090909091,0.0,0.8095238095238095,27828.873138704777
222,180,7,0,0.9090909090909091,0.0,0.6521739130434783,27889.53491939856
223,180,7,0,0.8,0.1,0.6428571428571428,23966.17253804119
224,180,7,0,0.8,0.1,0.0,22299.128984912753
225,180,8,0,1.0,0.0,0.4285714285714286,24941.595083679542
226,180,8,0,0.8181818181818182,0.0,0.0,23528.08390621618
227,180,8,0,0.8181818181818182,0.0,0.4,24622.909271999095
228,180,8,0,0.8181818181818182,0.0,0.7391304347826086,27675.57296856257
229,180,8,0,1.0,0.0,0.85,26897.6313183964
230,180,8,0,0.8181818181818182,0.0,0.4285714285714286,25147.68266072685
231,180,8,0,0.9,0.0,0.0,21279.10587137737
232,180,8,0,0.9,0.0,0.0,21787.444121577846
233,180,8,0,0.7272727272727273,0.0,0.0,24423.42905388451
234,180,9,0,1.0,0.0,0.7619047619047619,25861.16709876268
235,180,9,0,0.8181818181818182,0.0,0.5238095238095238,26848.25458601668
236,180,9,0,0.9,0.0,0.0,23615.418339634765
237,180,9,0,0.8181818181818182,0.0,0.4285714285714286,26741.59302047483
238,180,9,0,0.8181818181818182,0.0,0.7857142857142857,28583.166102138992
239,180,9,0,0.9,0.0,0.8125,24985.773767404316
240,180,9,0,0.9,0.0,0.6428571428571428,24640.479907575427
241,180,9,0,0.8181818181818182,0.0,0.0,24058.231274239406
242,180,9,0,0.8181818181818182,0.0,0.0,24383.457589163732
243,240,1,0,1.0,0.0,0.9333333333333333,24808.395463944813
244,240,1,0,0.9090909090909091,0.0,0.6666666666666667,24875.202692309787
245,240,1,0,1.0,0.0,0.0,23778.314020889306
246,240,1,0,0.9090909090909091,0.0,0.4782608695652174,27135.99699646617
247,240,1,0,0.0,0.0,0.0,22664.624852554723
248,240,1,0,0.0,0.0,0.0,23034.092263689505
249,240,1,0,0.9090909090909091,0.0,0.7142857142857143,25526.862389051304
250,240,1,0,1.0,0.0,0.0,22224.449001608256
251,240,1,0,1.0,0.0,0.9090909090909091,23025.621589512324
252,240,2,0,1.0,0.0,0.0,22116.411785949713
253,240,2,0,1.0,0.0,0.6818181818181819,24293.41763799878
254,240,2,0,0.8181818181818182,0.0,0.8333333333333334,27776.447409354325
255,240,2,0,0.8181818181818182,0.0,0.8,26133.605463898337
256,240,2,0,0.8181818181818182,0.0,0.0,24721.249925160577
257,240,2,0,0.7272727272727273,0.0,0.0,24325.226628572294
258,240,2,0,0.8181818181818182,0.0,0.4285714285714286,26923.942801223253
259,240,2,0,0.9,0.0,0.44999999999999996,26135.50441455329
260,240,2,0,0.8181818181818182,0.0,0.0,23081.67134272159
261,240,3,0,1.0,0.0,0.0,22957.87484541182
262,240,3,0,1.0,0.0,0.0,22984.652997462115
263,240,3,0,1.0,0.0,0.0,22135.74856527291
264,240,3,0,1.0,0.0,0.8333333333333334,26162.48035503517
265,240,3,0,0.9090909090909091,0.0,0.0,23293.44576921792
266,240,3,0,1.0,0.0,0.7692307692307692,22687.18807449677
267,240,3,0,1.0,0.0,0.5,24553.065008575857
268,240,3,0,0.0,0.0,0.0,21446.721748864147
269,240,3,0,0.0,0.0,0.0,21386.397969829057
270,240,4,0,1.0,0.0,0.0,22841.955962938242
271,240,4,0,0.8181818181818182,0.0,0.0,24837.476959796957
272,240,4,0,0.0,0.0,0.0,24072.66223130484
273,240,4,0,1.0,0.0,0.0,23437.454462018257
274,240,4,0,0.9090909090909091,0.0,0.7222222222222222,26996.383754592756
275,240,4,0,1.0,0.0,0.8823529411764706,26434.57423093058
276,240,4,0,0.9090909090909091,0.0,0.8823529411764706,26772.552534075185
277,240,4,0,0.8181818181818182,0.0,0.4545454545454546,27481.68109391621
278,240,4,0,1.0,0.0,0.0,23560.93330510233
279,240,5,0,0.0,0.0,0.0,22519.297349955443
280,240,5,0,0.0,0.0,0.0,21637.235196007186
281,240,5,0,0.9090909090909091,0.0,0.0,23570.770606688147
282,240,5,0,0.8181818181818182,0.0,0.4285714285714286,26673.12672467666
283,240,5,0,1.0,0.0,0.7727272727272727,26194.847925091723
284,240,5,0,0.9,0.0,0.0,22560.2322915513
285,240,5,0,0.8181818181818182,0.0,0.85,27265.497634993026
286,240,5,0,1.0,0.0,0.75,28373.20237176186
287,240,5,0,0.9,0.0,0.0,23152.993655862167
288,240,6,0,0.0,0.0,0.0,22024.627274387294
289,240,6,0,0.0,0.0,0.0,22780.67367404848
290,240,6,0,0.0,0.0,0.0,23701.32061323696
291,240,6,0,0.0,0.0,0.0,24322.639279324932
292,240,6,0,0.0,0.0,0.0,24157.946070578277
293,240,6,0,0.0,0.0,0.0,23575.01133799501
294,240,6,0,0.0,0.0,0.0,23702.477709706498
295,240,6,0,0.0,0.0,0.0,23209.869664316393
296,240,6,0,0.0,0.0,0.0,22781.58645534548
297,240,7,0,1.0,0.0,0.0,19447.151342336576
298,240,7,0,0.0,0.0,0.0,19230.974992825464
299,240,7,0,0.0,0.0,0.0,19396.375530861787
300,240,7,0,0.0,0.0,0.0,18695.669189997978
301,240,7,0,0.0,0.0,0.0,18651.64913687926
302,240,7,0,0.0,0.0,0.0,17824.75419834344
303,240,7,0,0.0,0.0,0.0,18747.979236510066
304,240,7,0,0.0,0.0,0.0,19103.883363394372
305,240,7,0,0.0,0.0,0.0,18759.904123697517
306,240,8,0,0.0,0.0,0.0,19062.170094565456
307,240,8,0,0.0,0.0,0.0,20645.581955022397
308,240,8,0,0.0,0.0,0.0,20367.681170974858
309,240,8,0,0.0,0.0,0.0,19955.49980917162
310,240,8,0,0.0,0.0,0.0,21415.1273055936
311,240,8,0,0.0,0.0,0.0,21240.818096126994
312,240,8,0,0.0,0.0,0.0,19765.881033287922
313,240,8,0,0.0,0.0,0.0,19813.53574642708
314,240,8,0,0.0,0.0,0.0,20895.61891589789
315,240,9,0,1.0,0.0,0.72,27374.002036479174
316,240,9,0,1.0,0.0,0.8947368421052632,26438.730247876196
317,240,9,0,1.0,0.0,0.8888888888888888,27411.857696152674
318,240,9,0,1.0,0.0,0.47619047619047616,25519.46379811491
319,240,9,0,0.8181818181818182,0.09090909090909091,0.5263157894736843,25897.28411073646
320,240,9,0,0.8181818181818182,0.09090909090909091,0.7,27105.35630187975
321,240,9,0,0.9090909090909091,0.0,0.0,23503.200620092866
322,240,9,0,0.9090909090909091,0.0,0.0,24509.842592929024
323,240,9,0,0.0,0.0,0.0,21709.248951073838
324,300,1,0,1.0,0.0,0.8571428571428572,29281.611858975983
325,300,1,0,0.9090909090909091,0.0,0.0,26578.882147558055
326,300,1,0,0.9,0.0,0.9,30265.01774518273
327,300,1,0,1.0,0.0,0.5555555555555556,27787.93389751901
328,300,1,0,0.9090909090909091,0.0,0.52,30461.696476999365
329,300,1,0,0.9090909090909091,0.0,0.8,31048.77380933737
330,300,1,0,0.9090909090909091,0.0,0.8823529411764706,29000.53932000893
331,300,1,0,1.0,0.0,0.7894736842105263,30304.876842586375
332,300,1,0,0.9090909090909091,0.0,0.0,27456.630031376197
333,300,2,0,0.0,0.0,0.0,19582.886568322912
334,300,2,0,0.0,0.0,0.0,19211.12000127106
335,300,2,0,0.0,0.0,0.0,19140.918053010268
336,300,2,0,0.0,0.0,0.0,20161.298255046044
337,300,2,0,0.0,0.0,0.0,19321.212371339534
338,300,2,0,0.0,0.0,0.0,19459.958629738223
339,300,2,0,0.0,0.0,0.0,18928.39945983407
340,300,2,0,0.0,0.0,0.0,18319.64014725788
341,300,2,0,0.0,0.0,0.0,19540.438315615265
342,300,3,0,0.0,0.0,0.0,22212.238312808855
343,300,3,0,0.0,0.0,0.0,22081.83819488289
344,300,3,0,0.0,0.0,0.0,20526.749123785
345,300,3,0,0.0,0.0,0.0,23306.91672077694
346,300,3,0,0.0,0.0,0.0,21725.967443725738
347,300,3,0,0.0,0.0,0.0,22242.552166823672
348,300,3,0,0.0,0.0,0.0,22159.60858616614
349,300,3,0,0.0,0.0,0.0,22763.410555474293
350,300,3,0,0.0,0.0,0.0,21549.94550026832
351,300,4,0,1.0,0.0,0.875,29479.55054755209
352,300,4,0,0.9090909090909091,0.0,0.8260869565217391,28984.64096379049
353,300,4,0,0.9,0.0,0.7391304347826086,29901.928373015948
354,300,4,0,1.0,0.0,0.8888888888888888,27439.779252943037
355,300,4,0,0.9,0.0,0.8888888888888888,27882.892286238253
356,300,4,0,0.8181818181818182,0.0,0.6153846153846154,26636.7553446716
357,300,4,0,0.8181818181818182,0.0,0.4545454545454546,28519.449995844912
358,300,4,0,0.8,0.1,0.0,23989.21557939684
359,300,4,0,0.9090909090909091,0.0,0.0,25159.38832692479
360,300,5,0,0.0,0.0,0.0,20722.522293281065
361,300,5,0,0.0,0.0,0.0,22299.82761564391
